Kennzeichen;Identnummer;Bankleitzahl;Institutsart;Sektor;Firmenbuchnummer;Bankenname;Straße;PLZ;Ort;Politischer Bezirk;Postadresse / Straße;Postadresse / PLZ;Postadresse / Ort;Postfach;Bundesland;Telefon;Fax;E-Mail;SWIFT-Code;Homepage;Gruendungsdatum;ZweigniederlassungVon
Zweigstelle;345644;20815;;Sparkassen;;Steiermärkische Bank und Sparkassen AG Filiale Kroisbach;Mariatroster Straße 35;8043;Graz;Graz;;;;;Steiermark;050100/36031;050100/936031;;;;;1643827
Zweigstelle;346594;20815;;Sparkassen;;Steiermärkische Bank und Sparkassen AG Filiale Lannach;Kaiserbergstraße 1;8502;Lannach;Deutschlandsberg;;;;;Steiermark;050100/36061;050100/936061;;;;19700101;1643827
Zweigstelle;2006545;20815;;Sparkassen;;Steiermärkische Bank und Sparkassen AG Filiale Leibnitz;Hauptplatz 22;8430;Leibnitz;Leibnitz;;;;;Steiermark;050100/36100;050100/936100;;;;;1643827
Zweigstelle;345610;20815;;Sparkassen;;Steiermärkische Bank und Sparkassen AG Filiale Lendplatz;Lendplatz 20;8020;Graz;Graz;;;;;Steiermark;050100/36025;050100/936025;;;;;1643827
Zweigstelle;6544134;20815;;Sparkassen;;Steiermärkische Bank und Sparkassen AG Filiale Leoben;Erzherzog-Johann-Straße 13;8700;Leoben;Leoben;;;;;Steiermark;050100/36240;050100/936240;;;;;1643827
Zweigstelle;346241;20815;;Sparkassen;;Steiermärkische Bank und Sparkassen AG Filiale Leutschach;Hauptplatz 1;8463;Leutschach;Leibnitz;;;;;Steiermark;050100/36135;050100/936135;;;;;1643827
Zweigstelle;345725;20815;;Sparkassen;;Steiermärkische Bank und Sparkassen AG Filiale Liebenau;Liebenauer Hauptstraße 2-6;8041;Graz;Graz;;;;;Steiermark;050100/36023;050100/936023;;;;;1643827
Zweigstelle;345547;20815;;Sparkassen;;Steiermärkische Bank und Sparkassen AG Filiale Lieboch;Packerstraße 113;8501;Lieboch;Graz-Umgebung;;;;;Steiermark;050100/36050;050100/936050;;;;;1643827
Zweigstelle;2006510;20815;;Sparkassen;;Steiermärkische Bank und Sparkassen AG Filiale Liezen;Hauptstraße 14;8940;Liezen;Liezen;;;;;Steiermark;050100/36091;050100/936091;;;;;1643827
Zweigstelle;1856243;20815;;Sparkassen;;Steiermärkische Bank und Sparkassen AG Filiale Mariazell;Grazer Straße 6;8630;Mariazell;Bruck an der Mur;;;;;Steiermark;050100/36190;050100/936190;;;;19930610;1643827
Zweigstelle;346284;20815;;Sparkassen;;Steiermärkische Bank und Sparkassen AG Filiale Mautern;Hauptstraße 36;8774;Mautern;Leoben;;;;;Steiermark;050100/36243;050100/936243;;;;;1643827
Zweigstelle;345679;20815;;Sparkassen;;Steiermärkische Bank und Sparkassen AG Filiale Merangasse;Leonhardstraße 51;8010;Graz;Graz;;;;;Steiermark;050100/36033;050100/936033;;;;;1643827
Zweigstelle;346020;20815;;Sparkassen;;Steiermärkische Bank und Sparkassen AG Filiale Mitterdorf;Hauptplatz 10;8662;Mitterdorf/M.T.;Mürzzuschlag;;;;;Steiermark;050100/36187;;;;;19800101;1643827
Zweigstelle;345741;20815;;Sparkassen;;Steiermärkische Bank und Sparkassen AG Filiale Münzgraben;Steyrergasse 39;8010;Graz;Graz;;;;;Steiermark;050100/36032;050100/936032;;;;;1643827
Zweigstelle;1458280;20815;;Sparkassen;;Steiermärkische Bank und Sparkassen AG Filiale Murau;Schillerplatz 4-6;8850;Murau;Murau;;;;;Steiermark;050100/36166;050100/936166;;;;19930610;1643827
Zweigstelle;1458272;20815;;Sparkassen;;Steiermärkische Bank und Sparkassen AG Filiale Mureck;Hauptplatz 2;8480;Mureck;Radkersburg;;;;;Steiermark;050100/36075;050100/936075;;;;;1643827
Zweigstelle;1859471;20815;;Sparkassen;;Steiermärkische Bank und Sparkassen AG Filiale Neumarkt;Hauptplatz 29;8820;Neumarkt;Murau;;;;;Steiermark;050100/36158;050100/936158;;;;;1643827
Zweigstelle;345830;20815;;Sparkassen;;Steiermärkische Bank und Sparkassen AG Filiale Oberandritz;Stattegger Straße 32;8045;Graz;Graz;;;;;Steiermark;050100/36036;050100/936036;;;;;1643827
Zweigstelle;346861;20815;;Sparkassen;;Steiermärkische Bank und Sparkassen AG Filiale Oberwölz;Stadt 35;8832;Oberwölz;Murau;;;;;Steiermark;050100/36167;050100/936167;;;;;1643827
Zweigstelle;346578;20815;;Sparkassen;;Steiermärkische Bank und Sparkassen AG Filiale Öblarn;Öblarn 33;8960;Öblarn;Liezen;;;;;Steiermark;050100/36178;050100/936178;;;;;1643827
Zweigstelle;346721;20815;;Sparkassen;;Steiermärkische Bank und Sparkassen AG Filiale Passail;Hauptplatz 43;8162;Passail;Weiz;;;;;Steiermark;050100/36127;050100/936127;;;;;1643827
Zweigstelle;345792;20815;;Sparkassen;;Steiermärkische Bank und Sparkassen AG Filiale Peggau;Franz-Tieber-Platz 1;8120;Peggau;Graz-Umgebung;;;;;Steiermark;050100/36048;050100/936048;;;;;1643827
Zweigstelle;345636;20815;;Sparkassen;;Steiermärkische Bank und Sparkassen AG Filiale Ragnitz;Ragnitzstraße 177;8047;Graz;Graz;;;;;Steiermark;050100/36030;050100/936030;;;;;1643827
Zweigstelle;346560;20815;;Sparkassen;;Steiermärkische Bank und Sparkassen AG Filiale Ramsau;Ramsau-Ort 207;8972;Ramsau/Dachstein;Liezen;;;;;Steiermark;050100/36177;050100/936177;;;;;1643827
Zweigstelle;1780670;20815;;Sparkassen;;Steiermärkische Bank und Sparkassen AG Filiale Rathaus;Hauptplatz 1;8010;Graz;Graz;;;;;Steiermark;050100/36010;050100/936010;;;;19920701;1643827
Zweigstelle;345903;20815;;Sparkassen;;Steiermärkische Bank und Sparkassen AG Filiale Rohrbach;Obere Hauptstraße 19;8234;Rohrbach a. d. Lafnitz;Hartberg;;;;;Steiermark;050100/36184;050100/936184;;;;;1643827
Zweigstelle;346527;20815;;Sparkassen;;Steiermärkische Bank und Sparkassen AG Filiale Rottenmann;Hauptstraße 56;8786;Rottenmann;Liezen;;;;;Steiermark;050100/36093;050100/936093;;;;;1643827
Zweigstelle;346497;20815;;Sparkassen;;Steiermärkische Bank und Sparkassen AG Filiale Scheifling;Marktplatz 7;8811;Scheifling;Murau;;;;;Steiermark;050100/36161;050100/936161;;;;;1643827
Zweigstelle;2349698;20815;;Sparkassen;;Steiermärkische Bank und Sparkassen AG Filiale Schladming;Hauptplatz 13;8970;Schladming;Liezen;;;;;Steiermark;050100/36174;050100/936174;;;;19950406;1643827
Zweigstelle;346764;20815;;Sparkassen;;Steiermärkische Bank und Sparkassen AG Filiale Schönaugasse;Schönaugasse 110;8010;Graz;Graz;;;;;Steiermark;050100/36004;050100/936004;;;;;1643827
Zweigstelle;345849;20815;;Sparkassen;;Steiermärkische Bank und Sparkassen AG Filiale Schwanberg;Hauptplatz 2;8541;Schwanberg;Deutschlandsberg;;;;;Steiermark;050100/36069;050100/936069;;;;;1643827
Zweigstelle;6020534;20815;;Sparkassen;;Steiermärkische Bank und Sparkassen AG Filiale Seiersberg;Haushamer Straße 1;8054;Seiersberg;Graz;;;;;Steiermark;050100/36058;050100/936058;;;;20030901;1643827
Zweigstelle;2027372;20815;;Sparkassen;;Steiermärkische Bank und Sparkassen AG Filiale Sinabelkirchen;Untergroßau 182;8261;Sinabelkirchen;Weiz;;;;;Steiermark;050100/36116;050100/936116;;;;19931011;1643827
Zweigstelle;346128;20815;;Sparkassen;;Steiermärkische Bank und Sparkassen AG Filiale Spielberg;Marktpassage 1;8724;Spielberg;Knittelfeld;;;;;Steiermark;050100/36259;050100/936259;;;;;1643827
Zweigstelle;346438;20815;;Sparkassen;;Steiermärkische Bank und Sparkassen AG Filiale St. Egidi;Keltensiedlung 109;8850;Murau;Murau;;;;;Steiermark;050100/36168;050100/936168;;;;;1643827
Zweigstelle;346535;20815;;Sparkassen;;Steiermärkische Bank und Sparkassen AG Filiale St. Gallen;Markt 48;8933;St. Gallen;Liezen;;;;;Steiermark;050100/36090;050100/936090;;;;;1643827
Zweigstelle;346489;20815;;Sparkassen;;Steiermärkische Bank und Sparkassen AG Filiale St. Lambrecht;Hauptstraße 45;8813;St. Lambrecht;Murau;;;;;Steiermark;050100/36159;050100/936159;;;;;1643827
Zweigstelle;345377;20815;;Sparkassen;;Steiermärkische Bank und Sparkassen AG Filiale St. Marein/Mürztal;Hauptplatz 1;8641;St. Marein/Mürztal;Bruck an der Mur;;;;;Steiermark;050100/36226;050100/936226;;;;19591001;1643827
Zweigstelle;345474;20815;;Sparkassen;;Steiermärkische Bank und Sparkassen AG Filiale St. Margarethen;St. Margarethen 329;8321;St. Margarethen an der Raab;Weiz;;;;;Steiermark;050100/36118;050100/936118;;;;;1643827
Zweigstelle;346144;20815;;Sparkassen;;Steiermärkische Bank und Sparkassen AG Filiale St. Michael;Bundesstraße 53b;8770;St. Michael;Leoben;;;;;Steiermark;050100/36262;050100/936262;;;;;1643827
Zweigstelle;345733;20815;;Sparkassen;;Steiermärkische Bank und Sparkassen AG Filiale St. Peter;St. Peter Hauptstraße 27;8042;Graz;Graz;;;;;Steiermark;050100/36028;050100/936028;;;;;1643827
Zweigstelle;346420;20815;;Sparkassen;;Steiermärkische Bank und Sparkassen AG Filiale St. Peter am Kammersberg;St. Peter 84;8843;St. Peter am Kammersberg;Murau;;;;;Steiermark;050100/36169;050100/936169;;;;;1643827
Zweigstelle;346446;20815;;Sparkassen;;Steiermärkische Bank und Sparkassen AG Filiale St. Peter am Ottersbach;Hauptstraße 27;8093;St. Peter am Ottersbach;Radkersburg;;;;;Steiermark;050100/36076;050100/936076;;;;;1643827
Zweigstelle;345563;20815;;Sparkassen;;Steiermärkische Bank und Sparkassen AG Filiale St. Radegund;Hauptstraße 20;8061;St. Radegund;Graz-Umgebung;;;;;Steiermark;050100/36053;050100/936053;;;;;1643827
Zweigstelle;345423;20815;;Sparkassen;;Steiermärkische Bank und Sparkassen AG Filiale St. Stefan im Rosental;Mureckerstraße 18b;8083;St. Stefan im Rosental;Feldbach;;;;;Steiermark;050100/36277;050100/936277;;;;;1643827
Zweigstelle;346411;20815;;Sparkassen;;Steiermärkische Bank und Sparkassen AG Filiale Stadl/Mur;Stadl an der Mur 118a;8862;Stadl/Mur;Murau;;;;;Steiermark;050100/36170;050100/936170;;;;;1643827
Zweigstelle;345920;20815;;Sparkassen;;Steiermärkische Bank und Sparkassen AG Filiale Stainach;Hauptplatz 146;8950;Stainach;Liezen;;;;;Steiermark;050100/36080;050100/936080;;;;;1643827
Zweigstelle;1666223;20815;;Sparkassen;;Steiermärkische Bank und Sparkassen AG Filiale Stainz;Erzherzog-Johann-Straße 1;8510;Stainz;Deutschlandsberg;;;;;Steiermark;050100/36059;050100/936059;;;;;1643827
Zweigstelle;346462;20815;;Sparkassen;;Steiermärkische Bank und Sparkassen AG Filiale Straden;Wieden-Klausen 35;8345;Straden;Radkersburg;;;;;Steiermark;050100/36077;050100/936077;;;;;1643827
Zweigstelle;346179;20815;;Sparkassen;;Steiermärkische Bank und Sparkassen AG Filiale Straß-Vogau;Hauptstraße 2a;8472;Straß-Vogau;Leibnitz;;;;;Steiermark;050100/36105;050100/936105;;;;;1643827
Zweigstelle;345288;20815;;Sparkassen;;Steiermärkische Bank und Sparkassen AG Filiale Thörl;Palbersdorf 146;8621;Thörl;Bruck an der Mur;;;;;Steiermark;050100/36064;050100/936064;;;;;1643827
Zweigstelle;346519;20815;;Sparkassen;;Steiermärkische Bank und Sparkassen AG Filiale Trieben;Triebener Bundesstraße 4;8784;Trieben;Liezen;;;;;Steiermark;050100/36094;050100/936094;;;;;1643827
Zweigstelle;346306;20815;;Sparkassen;;Steiermärkische Bank und Sparkassen AG Filiale Trofaiach;Hauptplatz 1;8793;Trofaiach;Leoben;;;;;Steiermark;050100/36242;050100/936242;;;;;1643827
Zweigstelle;345270;20815;;Sparkassen;;Steiermärkische Bank und Sparkassen AG Filiale Turnau;Marktplatz 7;8625;Turnau;Bruck an der Mur;;;;;Steiermark;050100/36065;050100/936065;;;;;1643827
Zweigstelle;345571;20815;;Sparkassen;;Steiermärkische Bank und Sparkassen AG Filiale Unterpremstätten;Hauptstraße 103;8141;Unterpremstätten;Graz-Umgebung;;;;;Steiermark;050100/36052;050100/936052;;;;;1643827
Zweigstelle;346047;20815;;Sparkassen;;Steiermärkische Bank und Sparkassen AG Filiale Veitsch;Untere Hauptstraße 11;8663;Veitsch;Mürzzuschlag;;;;;Steiermark;050100/36086;050100/936086;;;;19700101;1643827
Zweigstelle;345881;20815;;Sparkassen;;Steiermärkische Bank und Sparkassen AG Filiale Vorau;Hauptstraße 73;8250;Vorau;Hartberg;;;;;Steiermark;050100/36185;050100/936185;;;;;1643827
Zweigstelle;346217;20815;;Sparkassen;;Steiermärkische Bank und Sparkassen AG Filiale Wagna;Marktplatz 6;8435;Wagna;Leibnitz;;;;;Steiermark;050100/36102;050100/936102;;;;;1643827
Zweigstelle;346039;20815;;Sparkassen;;Steiermärkische Bank und Sparkassen AG Filiale Wartberg/Mitterdorf;Dorfstraße 31;8661;Wartberg;Mürzzuschlag;;;;;Steiermark;050100/36087;050100/936087;;;;19690101;1643827
Zweigstelle;346802;20815;;Sparkassen;;Steiermärkische Bank und Sparkassen AG Filiale Webling;Straßganger Straße 382;8054;Graz;Graz;;;;;Steiermark;050100/36008;050100/936008;;;;;1643827
Zweigstelle;5141125;20815;;Sparkassen;;Steiermärkische Bank und Sparkassen AG Filiale Weiz;Europa-Allee 1;8160;Weiz;Weiz;;;;;Steiermark;050100/36125;050100/936125;;;;;1643827
Zweigstelle;1394320;20815;;Sparkassen;;Steiermärkische Bank und Sparkassen AG Filiale Weiz-Süd;Gleisdorfer Straße 125;8160;Weiz;Weiz;;;;;Steiermark;050100/36121;050100/936121;;;;19900326;1643827
Zweigstelle;345695;20815;;Sparkassen;;Steiermärkische Bank und Sparkassen AG Filiale Wetzelsdorf;Straßganger Straße 195;8052;Graz;Graz;;;;;Steiermark;050100/36029;050100/936029;;;;;1643827
Zweigstelle;345393;20815;;Sparkassen;;Steiermärkische Bank und Sparkassen AG Filiale Wies;Unterer Markt 3;8551;Wies;Deutschlandsberg;;;;;Steiermark;050100/36071;050100/936071;;;;;1643827
Zweigstelle;346233;20815;;Sparkassen;;Steiermärkische Bank und Sparkassen AG Filiale Wildon;Unterer Markt 33;8410;Wildon;Leibnitz;;;;;Steiermark;050100/36142;050100/936142;;;;;1643827
Zweigstelle;346136;20815;;Sparkassen;;Steiermärkische Bank und Sparkassen AG Filiale Zeltweg-Bahnhofstraße;Bahnhofstraße 36;8740;Zeltweg;Judenburg;;;;;Steiermark;050100/36261;050100/936261;;;;;1643827
Zweigstelle;346080;20815;;Sparkassen;;Steiermärkische Bank und Sparkassen AG Filiale Zeltweg-Hauptstraße;Hauptstraße 110;8740;Zeltweg;Judenburg;;;;;Steiermark;050100/36258;050100/936258;;;;;1643827
Hauptanstalt;143154;75200;KI;Sonderbanken;52432g;Steirische Beteiligungsfinanzierungsgesellschaft m.b.H.;Nikolaiplatz 3;8020;Graz;Graz;;;;;Steiermark;0316/7094;0316/709494;office@sfg.at;;www.sfg.at;19811028;
Filiale;5698367;19685;ZW;§9 - Institute laut BWG;228208a;Steyler Bank GmbH;Gabrielerstraße 171;2340;Mödling;Mödling;;;;;Niederösterreich;02236/803134;02236/803163;info@steyler-bank.at;RVSAAT2SSTB;;20021115;5698316
Filiale;5092892;19310;ZW;§9 - Institute laut BWG;207001p;Svenska Handelsbanken AB Niederlassung Wien;Schubertring 2;1010;Wien;Wien;;;;;Wien;01/5138545;01/5138545500;wien@handelsbanken.se;;www.handelsbanken.at;20010515;434566
Filiale;8440417;76032;ZW;§9 - Institute laut BWG;305043v;TeamBank Österreich - Niederlassung der TeamBank AG Nürnberg;Fischhof 3/6, Top 301;1010;Wien;Wien;;;;;Wien;01/740406170;;;;;;2404680
Zweigstelle;8965625;76032;;§9 - Institute laut BWG;;TeamBank Österreich - Niederlassung der TeamBank AG Nürnberg Gest.easyCredit-Shop;Taborstraße 44;1020;Wien;Wien;;;;;Wien;;;;;;20081204;8440417
Hauptanstalt;2489309;87503;WS;Sonderbanken;131276d;The Change Group Wechselstuben GmbH;Singerstraße 1;1010;Wien;Wien;;;;;Wien;01/5333877;01/533387733;renate.mohn@changegroup.com;;;19950118;
Zweigstelle;7851944;87503;;Sonderbanken;;The Change Group Wechselstuben GmbH Zws.Hotel Sacher;Kärntner Straße 38/Hotel Sacher;1010;Wien;Wien;;;;;Wien;01/9617973;01/9617974;;;;20060729;2489309
Zweigstelle;7851952;87503;;Sonderbanken;;The Change Group Wechselstuben GmbH Zws.Kärntner Straße 16;Kärtner Straße 16;1010;Wien;Wien;;;;;Wien;01/9610667;01/9610668;;;;20060919;2489309
Zweigstelle;6705561;87503;;Sonderbanken;;The Change Group Wechselstuben GmbH Zws.Schwechat-Flughafen, Ankunftshalle;Flughafen/Ankunftshalle;1300;Wien-Flughafen;Wien-Umgebung;;;;;Niederösterreich;01/700733151;01/700733152;;;;20041127;2489309
Filiale;11529571;19985;ZW;§9 - Institute laut BWG;380868a;The Royal Bank of Scotland plc Filiale Wien;Kärntner Ring 5-7/7;1010;Wien;Wien;;1011;Wien;544;Wien;01/20511601091;01/20511601218;;ABNAATWW;;;1340700
Hauptanstalt;1436040;20503;KI;Sparkassen;45551m;Tiroler Sparkasse BankAG Innsbruck;Sparkassenplatz 1;6010;Innsbruck;Innsbruck;;6010;Innsbruck;245;Tirol;050100/70000;050100/970000;sparkasse@tirolersparkasse.at;SPIHAT22;www.sparkasse.at/tirolersparkasse/home;19900515;
Zweigstelle;343064;20503;;Sparkassen;;Tiroler Sparkasse BankAG Innsbruck Filiale Absam-Eichat;Dörferstraße 4;6067;Absam;Innsbruck-Land;;;;;Tirol;050100/71020;050100/971020;absam@tirolersparkasse.at;;;19750101;1436040
Zweigstelle;343250;20503;;Sparkassen;;Tiroler Sparkasse BankAG Innsbruck Filiale Axams;Sylvester Jordan-Straße 1;6094;Axams;Innsbruck-Land;;;;;Tirol;050100/71064;050100/971064;axams@tirolersparkasse.at;;;19791203;1436040
Zweigstelle;343102;20503;;Sparkassen;;Tiroler Sparkasse BankAG Innsbruck Filiale Ehrwald;Kirchplatz 29;6632;Ehrwald;Reutte;;;;;Tirol;050100/71056;050100/971056;ehrwald@tirolersparkasse.at;;;19771222;1436040
Zweigstelle;343005;20503;;Sparkassen;;Tiroler Sparkasse BankAG Innsbruck Filiale Hall-Kurpark;Stadtgraben 15;6060;Hall/Tirol;Innsbruck-Land;;6060;Hall/Tirol;14;Tirol;050100/71018;050100/971018;hallkurpark@tirolersparkasse.at;;;19750101;1436040
Zweigstelle;343218;20503;;Sparkassen;;Tiroler Sparkasse BankAG Innsbruck Filiale Höttinger Au-West;Mitterweg 76a;6020;Innsbruck;Innsbruck;;;;;Tirol;050100/71072;050100/971072;hoettingerauwest@tirolersparkasse.at;;;19840102;1436040
Zweigstelle;342920;20503;;Sparkassen;;Tiroler Sparkasse BankAG Innsbruck Filiale Höttinger-Au;Fürstenweg 57;6020;Innsbruck;Innsbruck;;;;;Tirol;050100/71006;050100/971006;hoettingerau@tirolersparkasse.at;;;19720725;1436040
Zweigstelle;343013;20503;;Sparkassen;;Tiroler Sparkasse BankAG Innsbruck Filiale Igls;Hilberstraße 18;6080;Innsbruck-Igls;Innsbruck;;;;;Tirol;050100/71007;050100/971007;igls@tirolersparkasse.at;;;19721220;1436040
Zweigstelle;342971;20503;;Sparkassen;;Tiroler Sparkasse BankAG Innsbruck Filiale Innsbruck-West;Technikerstraße 34;6020;Innsbruck;Innsbruck;;;;;Tirol;050100/71009;050100/971009;ibkwest@tirolersparkasse.at;;;19750820;1436040
Zweigstelle;343340;20503;;Sparkassen;;Tiroler Sparkasse BankAG Innsbruck Filiale Jungholz;Jungholz 47;6691;Jungholz;Reutte;;;;;Tirol;050100/71080;050100/971080;jungholz@tirolersparkasse.at;;;;1436040
Zweigstelle;343153;20503;;Sparkassen;;Tiroler Sparkasse BankAG Innsbruck Filiale Kematen;Bahnhofstraße 8;6175;Kematen/Tirol;Innsbruck-Land;;;;;Tirol;050100/71062;050100/971062;kematen@tirolersparkasse.at;;;19790507;1436040
Zweigstelle;343170;20503;;Sparkassen;;Tiroler Sparkasse BankAG Innsbruck Filiale Matrei a. Br.;Matrei/Brenner 18;6143;Matrei/Brenner;Innsbruck-Land;;6143;Matrei/Brenner;26;Tirol;050100/71061;050100/971061;matrei@tirolersparkasse.at;;;19780724;1436040
Zweigstelle;343129;20503;;Sparkassen;;Tiroler Sparkasse BankAG Innsbruck Filiale Neustift;Dorf 4;6167;Neustift/Stubaital;Innsbruck-Land;;;;;Tirol;050100/71059;050100/971059;neustift@tirolersparkasse.at;;;19781023;1436040
Zweigstelle;342980;20503;;Sparkassen;;Tiroler Sparkasse BankAG Innsbruck Filiale Olympisches Dorf;Schützenstraße 64;6020;Innsbruck;Innsbruck;;;;;Tirol;050100/71004;050100/971004;odorf@tirolersparkasse.at;;;19640201;1436040
Zweigstelle;343030;20503;;Sparkassen;;Tiroler Sparkasse BankAG Innsbruck Filiale Pradl;Pradler Straße 83;6020;Innsbruck;Innsbruck;;;;;Tirol;050100/71001;050100/971001;pradl@tirolersparkasse.at;;;19560101;1436040
Zweigstelle;343021;20503;;Sparkassen;;Tiroler Sparkasse BankAG Innsbruck Filiale Reichenau;Reichenauer Straße 66;6020;Innsbruck;Innsbruck;;;;;Tirol;050100/71003;050100/971003;reichenau@tirolersparkasse.at;;;19620801;1436040
Zweigstelle;343242;20503;;Sparkassen;;Tiroler Sparkasse BankAG Innsbruck Filiale Rinn;Dorfstraße 19;6074;Rinn;Innsbruck-Land;;;;;Tirol;050100/71073;050100/971073;rinn@tirolersparkasse.at;;;19840102;1436040
Zweigstelle;342955;20503;;Sparkassen;;Tiroler Sparkasse BankAG Innsbruck Filiale Rum;Dörferstraße 13;6064;Rum;Innsbruck-Land;;;;;Tirol;050100/71021;050100/971021;rum@tirolersparkasse.at;;;19750101;1436040
Zweigstelle;343048;20503;;Sparkassen;;Tiroler Sparkasse BankAG Innsbruck Filiale Saggen;Claudiastraße 22;6020;Innsbruck;Innsbruck;;;;;Tirol;050100/71010;050100/971010;saggen@tirolersparkasse.at;;;19761028;1436040
Zweigstelle;342947;20503;;Sparkassen;;Tiroler Sparkasse BankAG Innsbruck Filiale Seefeld;Bahnhofsplatz 570;6100;Seefeld/Tirol;Innsbruck-Land;;;;;Tirol;050100/71054;050100/971054;seefeld@tirolersparkasse.at;;;19701221;1436040
Zweigstelle;343161;20503;;Sparkassen;;Tiroler Sparkasse BankAG Innsbruck Filiale Silz/Ötztal;Widumgasse 1;6424;Silz;Innsbruck-Land;;6424;Silz;485;Tirol;050100/71060;050100/971060;silz@tirolersparkasse.at;;;19780929;1436040
Zweigstelle;342963;20503;;Sparkassen;;Tiroler Sparkasse BankAG Innsbruck Filiale Steinach a.Br.;Brennerstraße 69;6150;Steinach/Tirol;Innsbruck-Land;;6150;Steinach/Tirol;10;Tirol;050100/71053;050100/971053;steinach@tirolersparkasse.at;;;19620308;1436040
Zweigstelle;342882;20503;;Sparkassen;;Tiroler Sparkasse BankAG Innsbruck Filiale Telfs;Untermarktstraße 18;6410;Telfs;Innsbruck-Land;;;;;Tirol;050100/71052;050100/971052;telfs@tirolersparkasse.at;;;19581015;1436040
Zweigstelle;343315;20503;;Sparkassen;;Tiroler Sparkasse BankAG Innsbruck Filiale Universität;Anichstraße 46;6020;Innsbruck;Innsbruck;;;;;Tirol;050100/71013;050100/971013;universitaet@tirolersparkasse.at;;;19790709;1436040
Zweigstelle;342912;20503;;Sparkassen;;Tiroler Sparkasse BankAG Innsbruck Filiale Völs;Aflinger Straße 11;6176;Völs;Innsbruck-Land;;;;;Tirol;050100/71055;050100/971055;voels@tirolersparkasse.at;;;19711012;1436040
Zweigstelle;342998;20503;;Sparkassen;;Tiroler Sparkasse BankAG Innsbruck Filiale Wattens;Kirchplatz 6;6112;Wattens;Innsbruck-Land;;;;;Tirol;050100/71051;050100/971051;wattens@tirolersparkasse.at;;;19570101;1436040
Zweigstelle;342890;20503;;Sparkassen;;Tiroler Sparkasse BankAG Innsbruck Filiale Wilten;Schöpfstraße 15;6020;Innsbruck;Innsbruck;;;;;Tirol;050100/71002;050100/971002;wilten@tirolersparkasse.at;;;19610101;1436040
Zweigstelle;342939;20503;;Sparkassen;;Tiroler Sparkasse BankAG Innsbruck Filiale Zirl;Meilstraße 1;6170;Zirl;Innsbruck-Land;;;;;Tirol;050100/71008;050100/971008;zirl@tirolersparkasse.at;;;19740426;1436040
Hauptanstalt;540820;76247;KI;Sonderbanken;51430h;Tirolinvest Kapitalanlagegesellschaft m.b.H.;Sparkassenplatz 1;6020;Innsbruck;Innsbruck;;;;;Tirol;050100/70094;050100/70097;;TIKAAT21;;19880906;
Filiale;5800536;19430;ZW;§9 - Institute laut BWG;232434s;UBS (Luxembourg) S.A. Niederlassung Österreich;Wächtergasse 1;1010;Wien;Wien;;;;;Wien;01/25398;01/253981410;info.vienna@ubs.com;UBSWATWW;;20030226;1754831
